,address,sale_price,property_tax_2016,lot_size,square_feet,main_sqft,zillow_bedrooms,plumbing,year_built,type,neighborhood,zillow_finished_sqft,elementaryschool,segments,is_condo,roof,exteriormaterial,parkingtype,heatingsystem,coolingsystem,architecture,homedescription,on_zillow,sale_month_key
4855,305 NE 74TH AVE,399900,2578.94,3088,1480,948,3,1.0,1925,1 STY W/ATTIC & BSMT,MONTAVILLA,2274,vestal,6,0,Composition,Wood,Off-street,Forced air,,Bungalow,"Gorgeous Montavilla bungalo in a cute & quiet neighbrhd! New inter/ext paint, Earth tone colors, refin real wd flrs thruout, new light & plumbing fixtures, new SS apps, tile flrs & cntrtps & a forced air gas heating system! Covered front porch, fresh landscape, a wd burning fp, built ins, extensive millwork, lots of windows, light&bright , nice unfin basement w/ lots of opportunity! 75 Walk Score & an 83 Bike Score!",1,21
4856,305 NE 79TH AVE,350000,2289.16,2400,720,720,2,1.0,1924,1 STY W/BSMT,MONTAVILLA,1425,vestal,6,0,Shake / Shingle,Wood,,Forced air,None,Other,"Stop by and enjoy this lovely updated Old Portland home that offers an easy living floor plan,gracious high ceilings,gleaming wd flrs,classic blt-ins, kit w/all appls,tons of cabinets & nook,spacious living rm w/french drs ,basement, finished attic area w/walk up staircase,newer wndws,furnace, sewer line,terra firma treated foundation wall,gorgeous fenced yard.Convenient to shops, bus, restaurants.)Open house 4/29 1-4",1,31
4857,31 NE 75TH AVE,440000,3877.09,4200,1736,1208,3,2.0,1908,1 STY W/ATTIC & BSMT,MONTAVILLA,2696,,5,0,Composition,Vinyl,,Forced air,None,Bungalow,"The perfect sitting porch greets as you enter the period charm of 1908- oak floors, builtins, nooks, crannies, and glass doorknobs. The beautiful kitchen (07) added many upgrades, and graciously opens into a lovely sitting room with gas fireplace, builtins, and gorgeous inlaid hardwoods. Enchanting finished attic offers large 2nd bedroom, skylights, bonus area and bath. Huge unf basement, private yard, garden. A beauty!",1,22
4858,3103 NE 52ND AVE,590000,5001.51,5000,1958,1106,3,2.0,1920,1 STY W/ATTIC & BSMT,ROSE CITY PARK,2299,alameda,7,0,,,,,,Bungalow,"Beaumont/Alameda Classic Bungalow. Stunning corner lot w/beautiful landscaping grace this 3 bed, 2 bath home. Large LR w/hardwood floors & gas FP. Light & bright dining room & remodeled kitchen. Master suite up w/built-ins & walk-in closet. Two beds and bath on main. Yard stuffed w/perennials, trees and berries. Raised garden beds & covered patio. New roof '09,newer windows,plumbing,furnace,A/C & electrical. Near Beaumont Village.",1,22
4860,3106 NE 59TH AVE,450000,3739.37,5250,1147,1147,2,1.0,1921,1 STY W/BSMT,ROSE CITY PARK,1705,,5,0,Composition,Wood,,,None,Bungalow,"Gorgeous 1920s bungalow in an amazing Rose City Park location! Lots of original charm with wood floors throughout and built-ins in the living room and dining room. The sunny and spacious South facing kitchen is a highlight, and has been beautifully updated with hickory cabinets. Corner SW facing lot gets lots of sunshine. Well maintained, updated and move-in ready.",1,24
4861,3107 NE 53RD AVE,722500,4859.81,5000,1668,1120,4,3.0,1913,1 STY W/ATTIC & BSMT,ROSE CITY PARK,2296,,10,0,Composition,Wood,Garage - Detached,Forced air,Central,Bungalow,"Sophisticated home with down to the studs permitted remodel in 2006 (main and upper floor). Open, light-filled floor plan. Coveted corner lot, built-ins, wainscoting, picture rail, gleaming wood floors, period light fixtures, gourmet kitchen with soapstone counters, executive master suite with W/I closet, tasteful  in-law quarters. Charming sun porch. Frosty A/C. Newer sewer line, water main and tank less water heater. Pristine Condition.",1,20
4862,3109 NE 81ST AVE,219000,4089.3,3424,1628,1034,3,1.5,1948,1 STY W/ATTIC & BSMT,ROSEWAY,2568,,5,0,,,,,,,"WONDERFUL TRADITIONAL HOME SET ON OVER-SIZED CORNER LOT.1 FULL BATH,2 HALF BATHS.SPACIOUS LIVING RM,BEAUTIFUL WOOD-BURNING FIREPLACE.FORMAL DINING RM,HARDWOODS UNDER CARPET.LARGE KITCHEN W/BREAKFAST NOOK.FAMILY RM + POSSIBLE 4TH BDRM IN FULL BSMT.DBLE GARAGE + STORAGE SHED,GARDEN AREA.NEAR PARK AND BUS SERVICE.",1,22
4863,3114 NE 52ND AVE,485000,4213.77,5000,1804,914,3,2.0,1924,1 STY W/ATTIC & BSMT,ROSE CITY PARK,2219,,8,0,,Vinyl,Garage - Detached,Forced air,,,"Charming NE Portland 3 Bedroom and 2 bath home located at 3114 NE 52nd Ave between Fremont and Alameda.  Classic 1924 with hardwoods throughout main!  Living room with picture windows. Brand new kitchen with new stainless steel appliances and nook.  Master Bedroom on main with walk-in closet, built-ins. Two bedrooms up with built-ins.  Full basement with family room, utility room and storage room.  New roof, 96% high efficiency gas furnace and newly painted interior.
Fenced backyard, extra large garage for storage or work space.  
Close to shops and restaurants on Fremont and Sandy.  
Great schools (Alameda, Beaumont & Grant school district).

Tenant is responsible for Water/Sewer, Electricity, Gas, Landscaping & Cable.    
Owner provides garbage, recycling and yard debris

$2,595 per month, $2,500 refundable security deposit.   
One year lease
No smoking
Pets allowed for extra deposit 
Call Mike (503)-970-8540",1,23
4864,3114 NE 61ST AVE,615000,6215.98,5000,2479,1387,4,2.0,1911,1 STY W/BSMT,ROSE CITY PARK,2488,,6,0,Composition,,,Forced air,,Bungalow,"Truly beautiful classic Rose City Craftsman Bungalow features hardwood floors, built-ins, box beam ceilings, remodeled bathrooms and a recently tastefully remodeled kitchen that opens into a large eating area with garden view.Finished basement has great room, 4th bedroom with walk-in closet, utility room and lots of storage.Oversize garage and charming backyard.This home is what Portland is all about!",1,20
4865,3114 NE 71ST AVE,425000,3386.43,4250,1383,949,2,1.0,1922,1 STY W/ATTIC & BSMT,ROSEWAY,1183,,6,0,Composition,Vinyl,Off-street,Forced air,,Bungalow,,1,31
4867,3115 NE 81ST AVE,419000,5037.56,2500,1751,686,3,2.5,2015,2 OR MORE STY,ROSEWAY,1783,roseway heights,6,0,Composition,Cement / Concrete,,,Central,Craftsman,Extraordinary 3 level contemporary home with high end finishes in incredible Roseway neighborhood location right next to Glenhaven Park.  3 bedrooms all on the same level with an amazing and unique bonus room on the 3rd level. Plenty of storage with closets and an attached garage. Perfect sized yard for summer entertaining and easy maintanence. There is nothing like newer construction and this is a must see home. ,1,28
4870,3124 NE 43RD AVE,500000,5630.78,5000,1795,930,2,1.0,1925,1 STY W/ATTIC & BSMT,BEAUMONT-WILSHIRE,2560,alameda,7,0,Composition,Vinyl,Garage - Detached,Forced air,,Bungalow,This 1925 era home is a great opportunity in heart of the Beaumont-Wilshire neighborhood. 3 bedrooms 2 baths with room to expand in attic & basement. Fireplace & hardwood floors on main. Fenced yard & off-street parking. Close to amenities & shops with a Walkability Score of 82 and bike rider score of 93! Bring your DIY skills and create the perfect place to call home or to use as an investment. Alameda Elementary. Property sold as is.,1,31
4871,3124 NE 76TH AVE,376500,3594.62,5000,796,796,3,2.0,1924,1 STY W/BSMT,ROSEWAY,1196,scott,5,0,Composition,Composition,Garage - Detached,Forced air,None,Bungalow,"Great location in NE near schools, park and golf course. Built in 1924 with 2 beds 1 bath on the main. The basement boasts a 1 bedroom apartment with a separate entrance. Fresh paint, new appliances, new floor in bath and both kitchens. 
Fenced yard with ample room to garden. ",1,27
4872,3127 NE 59TH AVE,575000,5333.72,5000,2661,1167,4,2.0,1915,1 STY W/ATTIC & BSMT,ROSE CITY PARK,2705,,5,0,,,,,,,,1,29
4873,3134 NE 43RD AVE,530000,6425.78,5000,1520,1020,3,1.5,1926,1 STY W/ATTIC & BSMT,BEAUMONT-WILSHIRE,2440,alameda,5,0,Composition,Cement / Concrete,,Forced air,Central,Bungalow,"Time to make your dream come true in this Alameda Cape Cod Cutie:Hardwood floors, Formal Dining Room, Bay Windows, Gas Fireplace, Spacious Master Bdrm Up. Gas Stove, Refrigerator(Stainless).Outside Entry to Basement. Washer/Dryer Included. Fun Backyard with extensive decking plus aggregate patio. Detached Oversized Garage with Service Door & Attic Storage. New: Comp Roof, Exterior HardiPlank Siding & Paint.",1,28
4874,3135 NE 69TH AVE,275000,4696.87,6095,1712,992,3,2.0,1938,1 STY W/ATTIC & BSMT,ROSEWAY,1640,,8,0,Shake / Shingle,Other,Garage - Detached,Forced air,,Other,,1,31
4875,314 NE 45TH AVE,782600,3277.96,4257,1546,1546,3,1.5,1950,1 STY W/BSMT,NORTH TABOR,1546,,3,0,,,,,,,,1,29
4876,314 NE 63RD AVE,391500,3605.7,7800,1095,1095,2,2.0,1912,1 STY W/BSMT,NORTH TABOR,1295,glencoe,8,0,Composition,Stucco,Carport,Forced air,Central,Other,"Adorable 2 bdrm 2 bath cottage on huge lot in close in North Tabor!  Fantastic Opportunity for first time home buyer, investor, or owner looking to expand.  Fir floors, huge master with new bath, large eat-in kitchen with French doors out to refinished deck and fenced yard. Great commuter location - close to 1-84, 205, bike paths,  walk to shopping, restaurants and Mt. Tabor. Excellent schools- Glencoe, Tabor, Franklin.",1,22
4877,3143 NE 77TH AVE,350000,4229.59,5000,1314,1314,3,2.0,1977,1 STY,ROSEWAY,1314,roseway heights,4,0,Composition,Vinyl,,Forced air,Central,,"Awesome location, near schools, parks, tennis court, near Rose City Golf ct, near bus line. Roof in excellent shape, and vinyl siding easy to maintain, very nice front and back yard, fully fenced yard, just need some TLC.  Seller will do ""0"" repair.  Priced for quick sale.",1,27
4878,3144 NE 43RD AVE,540000,7624.49,5000,2376,1196,4,1.5,1910,1 STY W/ATTIC & BSMT,BEAUMONT-WILSHIRE,3108,,9,0,Composition,,,Forced air,Other,Bungalow,"Beautiful Beaumont Bungalow, Tri-level 4 bedroom, 2 bath home w/ basement. - Portland classic tri-level Bungalow sits above quiet neighborhood surrounded by mature garden. Grand entry hall glows with natural light over bright hardwood flooring, convenient built-in shelving for winter gloves, hats, and mail basket.

Family room includes gas fireplace, original built-in mantel with display book case surround, vintage picture framed windows all of which create a cozy, intimate, atmosphere in this sizeable living space.  
Original hardwood floors in formal dining room. Updated kitchen with granite countertops, detailed tile backsplash, gas range, dishwasher, and a ton of cabinet space.
One large bedroom and full bath located on main level.  Second level has three additional bedrooms and second full bath.  Bedrooms offer walk-in or built-in closets.  Upstairs full bath with lovely tiled walk-in shower, built-in shelves for toiletries/ lien, and a row windows looking out into the fenced in backyard.
Basement is sectioned off for additional entertainment area and for storage/laundry.  

Forced gas heat, AC, fenced yard, backyard sun room, covered porch and garden shed all included.  
Ideally located within NE Fremonts cafes, late night hotspots, and specialty restaurants, Tuk-Tuk, Pizzicato to name a few.  
Walk Score 81 (very walkable)

Address: 3144 NE 43rd Ave., Portland, Oregon 97213
Bedrooms: 4
Bathrooms: 2 
Rent: $2,950
Security Deposit: $1,500
Utilities included in rent: Garbage 
Utilities paid by tenant: Electricity, water/sewer, and gas
Laundry: Washer and dryer included
Parking: Street 
Pets: Allowed with Additional Deposit
Lease Option: 12 month lease
Terms: No smoking. Providing proof of renter's insurance is required prior to taking possession of the property. 

Leasing Agent: Jennifer McArthur 
Available Tuesday through Saturday.  
Tours available online or in person.  
Email: leasing2@reliancepminc.com 
Office: 503-244-1359 Ext. 12

To view all our available properties, and find our FREE application for this property, visit our website; www.reliancepminc.com

(RLNE2663060)",1,22
4879,3146 NE 58TH AVE,420000,3713.7,5000,1336,936,3,1.0,1926,1 STY W/ATTIC & BSMT,ROSE CITY PARK,1936,alameda,5,0,,Vinyl,,Forced air,,Bungalow,"Charming Rose City Bungalo! Lots of natural light in living/dining rooms. Versatile open den or eating area off kitchen. Main floor bedrm & graciously-sized Bath + 2 bedrooms & loft up! New carpet & paint, newer roof! Private yard w/plenty of room for play & gardening. Attached garage converted to great storage or could be wonderful studio! Fantastic location, blocks to transportation, schools, parks & shopping. High Walk-Bike scores!",1,28
4880,3158 NE 78TH AVE,305000,3356.24,5000,1320,720,2,1.0,1920,1 STY W/BSMT,ROSEWAY,1320,,4,0,Composition,Wood,Garage - Detached,Baseboard,Wall,Bungalow,"Location! Super cute chic Portland bungalow w/ tons of old world charm. Lives big, open flr plan,lots of light! High ceilings, huge bedrm upstairs w/updated bath. Finished basement w/ lots of storage, could be used and the 2nd bedrm, bonus rm or media rm. All new flooring and paint. Euro washer/dryer, amazing storage through! Walk to the school and parks, close to Rose city. Detached garage, huge private yard!",1,23
4881,316 NE 68TH AVE,447500,4042.83,5000,1696,1007,3,1.5,1909,1 STY W/ATTIC & BSMT,MONTAVILLA,2203,,8,0,,,,,,,,1,22
4882,3160 NE 77TH AVE,440000,3870.51,5000,2263,963,4,2.0,1922,1 STY W/ATTIC & BSMT,ROSEWAY,2263,roseway heights,6,0,Composition,Wood,Garage - Detached,Forced air,,Bungalow,Beautifully updated 1920''s Roseway bungalow with charming details throughout. Gourmet kitchen with large island. Formal living and dining room with lovely woodwork and hardwood floors. Spacious bedrooms and ample closet space. Fully finished basement. Gorgeous fenced yard with large deck and fruit trees. Large driveway with RV parking and plenty of room for guests. Perfect for entertaining! Newer roof and windows.,1,25
4883,3182 NE 72ND AVE,459900,3893.11,5000,1712,860,3,2.0,1926,1 STY W/BSMT,ROSEWAY,1712,,4,0,Composition,Wood,Off-street,Forced air,Central,Bungalow,"Cute Bungalow freshly updated including new paint in and out, refinished wood floors, updated high end S/S appliances, new carpet, granite counters & professionally re-landscaped. Large fenced yard with raised beds ready to grow organic veggies. Not many homes For Sale in the neighborhood, this home will not last long.",1,25
4884,3204 NE 77TH AVE,303000,2594.24,5000,605,605,1,1.0,1924,1 STY W/BSMT,ROSEWAY,805,roseway heights,4,0,,Wood,,Forced air,,,"Fantastic condo alternative, close to everything! Roomy one bedroom one bath, with kitchen nook for eating or office? Detached garage offers additional space possibilities, and large double-fenced yard is ready for the gardening you can't do in a condo! Part basement with great headroom and a stacking washer/dryer complete the package. New paint, new windows and awnings, newer roof and furnace. Welcome home!",1,28
4885,3205 NE 48TH AVE,625000,5850.95,5000,2034,1066,3,2.0,1949,1 STY W/ATTIC & BSMT,ROSE CITY PARK,2034,,7,0,Composition,Wood,Garage - Detached,Forced air,,Bungalow,"2748 sq. ft., 4 bedrooms comprised of a 650 sq ft master bedroom bedroom upstairs, 2 bedrooms on main floor, 1 non-conforming bedroom in high-ceiling'd basement.

2 full bathrooms, including a beautiful claw-foot tub on the main level and a second bath in the basement.

Very desirable NE Portland neighborhood, walk and bike friendly (walk score 77, bike score 78) - restaurants and shops on Fremont Street include Alameda Brewing, Pip's Original Doughnuts, Jim & Patty's Coffee, Starbucks, Grand Central Bakery and many more all within an easy walk.

Mature landscaping. 
Private, fenced backyard.
Large detached garage. 
Stainless steel appliances.
Washer/dryer.
Gas furnace and 2 gas fireplaces
",1,25
4886,3205 NE 63RD AVE,545000,3394.66,5000,1643,1135,3,2.0,1923,1 STY W/BSMT,ROSE CITY PARK,1835,,9,0,Composition,Other,Garage - Detached,Forced air,None,Bungalow,"Charming Rose City Bungalow lovingly remodeled for the sellers, not to flip! Lives large! Completely remodeled & upgraded systems (see full list of features) Home has beautifully refinished wood floors, recessed lighting, updated kitchen w/ marble counter tops & ss appliances, a Nest thermostat, new french doors leading out to the covered deck & landscaped yard! New wiring, plumbing, gas furnace- great walk & bike score!

Angela Stevens, Broker Licensed in Oregon 
Keller Williams Realty Professionals is located at:
9755 SW Barnes Rd. Ste. 560 
Portland, OR 97225 
Office: 503-546-9955 ",1,22
4887,3210 NE 70TH AVE,412000,3464.72,4437,850,850,2,1.0,1912,1 STY W/BSMT,ROSEWAY,1136,roseway heights,5,0,Composition,Wood,,Forced air,,Bungalow,"Can it get any cuter than this?!  This adorable Roseway bungalow is oozing with charm, character, and smart updates - hardwoods, fireplace, built-ins, large kitchen w/eating area surrounded by windows, gorgeous Jack & Jill bath, beautiful backyard with patio and hardscaping.  Detached oversized garage makes a great studio or workshop!",1,27
